city,name,value,veh_series
吉林省-吉林省,0~10%,11,HS5
内蒙古自治区-兴安盟,70%+,24,HS5
云南省-大理白族自治州,20%~50%,320,HS5
山东省-滨州市,20%~50%,92,HS5
河南省-焦作市,50%~70%,7,HS5
甘肃省-甘南藏族自治州,0~10%,48,HS5
吉林省-辽源市,70%+,1,HS5
海南省-海口市,0~10%,286,HS5
广西壮族自治区-百色市,10%~20%,95,HS5
-,20%~50%,570,HS5
四川省-资阳市,0~10%,160,HS5
河北省-张家口市,0~10%,598,HS5
甘肃省-天水市,20%~50%,177,HS5
云南省-文山壮族苗族自治州,20%~50%,32,HS5
河南省-南阳市,10%~20%,212,HS5
福建省-漳州市,10%~20%,329,HS5
天津市-武清区,20%~50%,111,HS5
辽宁省-辽宁省,50%~70%,2,HS5
内蒙古自治区-通辽市,70%+,1,HS5
河南省-濮阳市,10%~20%,69,HS5
河北省-秦皇岛市,70%+,1,HS5
湖南省-邵阳市,20%~50%,321,HS5
四川省-成都市,20%~50%,1223,HS5
湖北省-十堰市,0~10%,175,HS5
四川省-四川省,0~10%,38,HS5
吉林省-通化市,50%~70%,11,HS5
新疆维吾尔自治区-塔城地区,50%~70%,3,HS5
广西壮族自治区-钦州市,70%+,5,HS5
四川省-雅安市,70%+,1,HS5
安徽省-宿州市,50%~70%,8,HS5
福建省-南平市,50%~70%,29,HS5
浙江省-舟山市,0~10%,81,HS5
山东省-日照市,50%~70%,3,HS5
宁夏回族自治区-吴忠市,70%+,3,HS5
江苏省-徐州市,20%~50%,247,HS5
上海市-上海市,10%~20%,62,HS5
安徽省-淮北市,20%~50%,54,HS5
海南省-琼中黎族苗族自治县,10%~20%,38,HS5
重庆市-万盛区,10%~20%,3,HS5
河北省-廊坊市,10%~20%,468,HS5
重庆市-北碚区,10%~20%,182,HS5
四川省-泸州市,0~10%,250,HS5
山西省-长治市,10%~20%,224,HS5
青海省-海南藏族自治州,70%+,6,HS5
四川省-遂宁市,10%~20%,384,HS5
陕西省-陕西省,20%~50%,11,HS5
吉林省-吉林市,50%~70%,9,HS5
河南省-周口市,10%~20%,242,HS5
广西壮族自治区-玉林市,50%~70%,4,HS5
福建省-福建省,0~10%,4,HS5
河南省-洛阳市,0~10%,461,HS5
江苏省-无锡市,0~10%,553,HS5
吉林省-辽源市,50%~70%,6,HS5
广西壮族自治区-梧州市,10%~20%,103,HS5
陕西省-商洛市,10%~20%,214,HS5
浙江省-嘉兴市,70%+,2,HS5
河南省-鹤壁市,10%~20%,76,HS5
安徽省-淮北市,0~10%,39,HS5
河北省-承德市,0~10%,505,HS5
辽宁省-沈阳市,10%~20%,305,HS5
浙江省-金华市,10%~20%,539,HS5
湖南省-郴州市,10%~20%,390,HS5
黑龙江省-齐齐哈尔市,70%+,2,HS5
四川省-广元市,20%~50%,250,HS5
广东省-阳江市,10%~20%,305,HS5
江西省-新余市,20%~50%,67,HS5
浙江省-绍兴市,10%~20%,720,HS5
河北省-邢台市,0~10%,330,HS5
广西壮族自治区-北海市,70%+,1,HS5
四川省-南充市,10%~20%,890,HS5
甘肃省-白银市,0~10%,120,HS5
内蒙古自治区-内蒙古自治区,50%~70%,3,HS5
重庆市-长寿区,50%~70%,3,HS5
四川省-自贡市,10%~20%,117,HS5
湖南省-岳阳市,10%~20%,243,HS5
吉林省-白城市,20%~50%,266,HS5
贵州省-贵州省,10%~20%,16,HS5
宁夏回族自治区-中卫市,20%~50%,213,HS5
河南省-南阳市,70%+,1,HS5
广东省-汕尾市,10%~20%,172,HS5
山东省-莱芜市,10%~20%,92,HS5
云南省-保山市,0~10%,180,HS5
辽宁省-营口市,10%~20%,87,HS5
北京市-朝阳区,10%~20%,163,HS5
北京市-房山区,0~10%,213,HS5
河南省-濮阳市,70%+,4,HS5
重庆市-武隆县,0~10%,115,HS5
山东省-烟台市,10%~20%,536,HS5
浙江省-台州市,20%~50%,76,HS5
广西壮族自治区-来宾市,0~10%,80,HS5
四川省-攀枝花市,50%~70%,3,HS5
广东省-中山市,0~10%,555,HS5
黑龙江省-双鸭山市,10%~20%,5,HS5
四川省-阿坝藏族羌族自治州,10%~20%,42,HS5
山东省-泰安市,50%~70%,6,HS5
重庆市-渝北区,20%~50%,126,HS5
江西省-九江市,20%~50%,85,HS5
辽宁省-锦州市,10%~20%,175,HS5
黑龙江省-佳木斯市,10%~20%,46,HS5
辽宁省-本溪市,10%~20%,52,HS5
广东省-珠海市,50%~70%,1,HS5
广东省-惠州市,20%~50%,677,HS5
福建省-龙岩市,50%~70%,6,HS5
江苏省-常州市,0~10%,374,HS5
湖北省-武汉市,0~10%,812,HS5
河南省-安阳市,10%~20%,146,HS5
黑龙江省-黑河市,20%~50%,43,HS5
河北省-廊坊市,70%+,3,HS5
河南省-周口市,70%+,3,HS5
安徽省-黄山市,10%~20%,116,HS5
青海省-果洛藏族自治州,10%~20%,24,HS5
湖南省-张家界市,0~10%,137,HS5
黑龙江省-绥化市,0~10%,18,HS5
重庆市-江津区,50%~70%,1,HS5
广东省-肇庆市,0~10%,610,HS5
河北省-石家庄市,10%~20%,574,HS5
山东省-菏泽市,50%~70%,7,HS5
安徽省-宣城市,20%~50%,177,HS5
辽宁省-沈阳市,70%+,4,HS5
海南省-琼海市,20%~50%,453,HS5
海南省-屯昌县,20%~50%,28,HS5
北京市-北京市,0~10%,25,HS5
安徽省-安庆市,50%~70%,5,HS5
湖南省-郴州市,70%+,1,HS5
甘肃省-酒泉市,10%~20%,143,HS5
广东省-阳江市,70%+,1,HS5
黑龙江省-鸡西市,50%~70%,1,HS5
山西省-晋中市,50%~70%,15,HS5
广东省-江门市,20%~50%,192,HS5
四川省-南充市,70%+,3,HS5
重庆市-梁平县,50%~70%,2,HS5
广东省-梅州市,10%~20%,147,HS5
辽宁省-朝阳市,0~10%,42,HS5
江苏省-宿迁市,50%~70%,3,HS5
湖南省-岳阳市,70%+,2,HS5
四川省-自贡市,70%+,1,HS5
浙江省-宁波市,10%~20%,1002,HS5
广西壮族自治区-广西壮族自治区,10%~20%,13,HS5
安徽省-宣城市,0~10%,155,HS5
重庆市-潼南县,0~10%,34,HS5
海南省-昌江黎族自治县,10%~20%,13,HS5
湖北省-荆门市,20%~50%,140,HS5
四川省-达州市,50%~70%,27,HS5
安徽省-安徽省,20%~50%,48,HS5
重庆市-垫江县,0~10%,37,HS5
吉林省-白山市,70%+,1,HS5
内蒙古自治区-包头市,10%~20%,235,HS5
福建省-福州市,0~10%,1030,HS5
山东省-烟台市,70%+,1,HS5
河南省-信阳市,20%~50%,172,HS5
山西省-晋城市,10%~20%,157,HS5
广西壮族自治区-防城港市,50%~70%,1,HS5
湖北省-宜昌市,0~10%,348,HS5
云南省-楚雄彝族自治州,10%~20%,366,HS5
湖北省-仙桃市,10%~20%,109,HS5
江西省-上饶市,20%~50%,253,HS5
重庆市-开县,20%~50%,22,HS5
天津市-西青区,10%~20%,150,HS5
安徽省-安徽省,0~10%,69,HS5
黑龙江省-佳木斯市,70%+,6,HS5
贵州省-六盘水市,50%~70%,12,HS5
河南省-许昌市,10%~20%,434,HS5
山西省-阳泉市,0~10%,122,HS5
河南省-安阳市,70%+,1,HS5
山西省-吕梁市,0~10%,141,HS5
甘肃省-定西市,10%~20%,365,HS5
天津市-静海县,50%~70%,1,HS5
贵州省-黔南布依族苗族自治州,70%+,1,HS5
四川省-眉山市,0~10%,330,HS5
四川省-绵阳市,0~10%,443,HS5
云南省-西双版纳傣族自治州,10%~20%,80,HS5
浙江省-杭州市,10%~20%,1429,HS5
重庆市-永川区,10%~20%,59,HS5
新疆维吾尔自治区-克拉玛依市,10%~20%,38,HS5
大陆-大陆,20%~50%,4,HS5
河北省-石家庄市,70%+,4,HS5
江苏省-苏州市,20%~50%,542,HS5
黑龙江省-哈尔滨市,20%~50%,131,HS5
内蒙古自治区-乌海市,20%~50%,40,HS5
海南省-定安县,0~10%,144,HS5
吉林省-白山市,50%~70%,2,HS5
新疆维吾尔自治区-乌鲁木齐市,0~10%,334,HS5
海南省-儋州市,10%~20%,40,HS5
广东省-韶关市,10%~20%,311,HS5
甘肃省-酒泉市,70%+,38,HS5
山东省-济宁市,0~10%,635,HS5
甘肃省-武威市,10%~20%,93,HS5
河北省-邯郸市,10%~20%,193,HS5
广西壮族自治区-柳州市,20%~50%,121,HS5
天津市-天津市,10%~20%,13,HS5
江苏省-南京市,20%~50%,536,HS5
天津市-蓟县,70%+,1,HS5
河南省-焦作市,20%~50%,156,HS5
内蒙古自治区-乌海市,0~10%,22,HS5
湖南省-湖南省,10%~20%,24,HS5
广东省-潮州市,0~10%,115,HS5
内蒙古自治区-包头市,70%+,4,HS5
青海省-玉树藏族自治州,0~10%,38,HS5
辽宁省-辽宁省,20%~50%,4,HS5
山东省-德州市,50%~70%,3,HS5
海南省-临高县,20%~50%,17,HS5
广东省-茂名市,50%~70%,6,HS5
新疆维吾尔自治区-喀什地区,0~10%,70,HS5
重庆市-奉节县,10%~20%,59,HS5
甘肃省-兰州市,10%~20%,731,HS5
新疆维吾尔自治区-塔城地区,20%~50%,107,HS5
吉林省-通化市,20%~50%,162,HS5
辽宁省-大连市,0~10%,454,HS5
河北省-保定市,50%~70%,57,HS5
吉林省-松原市,0~10%,371,HS5
海南省-东方市,50%~70%,1,HS5
湖南省-永州市,10%~20%,346,HS5
安徽省-宿州市,20%~50%,115,HS5
天津市-西青区,70%+,1,HS5
广东省-湛江市,0~10%,96,HS5
福建省-南平市,20%~50%,295,HS5
云南省-昭通市,10%~20%,199,HS5
辽宁省-辽宁省,0~10%,6,HS5
山东省-日照市,20%~50%,100,HS5
江西省-萍乡市,0~10%,62,HS5
广东省-深圳市,50%~70%,2,HS5
甘肃省-定西市,70%+,1,HS5
广西壮族自治区-贺州市,50%~70%,11,HS5
天津市-东丽区,50%~70%,12,HS5
湖北省-潜江市,0~10%,19,HS5
河南省-平顶山市,50%~70%,11,HS5
江苏省-江苏省,50%~70%,2,HS5
吉林省-吉林市,20%~50%,192,HS5
安徽省-宿州市,0~10%,98,HS5
北京市-昌平区,50%~70%,1,HS5
上海市-嘉定区,10%~20%,117,HS5
新疆维吾尔自治区-克孜勒苏柯尔克孜自治州,10%~20%,8,HS5
北京市-海淀区,10%~20%,73,HS5
浙江省-温州市,10%~20%,173,HS5
广西壮族自治区-玉林市,20%~50%,60,HS5
黑龙江省-牡丹江市,50%~70%,2,HS5
吉林省-辽源市,20%~50%,66,HS5
山东省-济南市,10%~20%,950,HS5
广东省-广州市,50%~70%,10,HS5
新疆维吾尔自治区-和田地区,20%~50%,9,HS5
浙江省-湖州市,0~10%,426,HS5
河北省-邯郸市,70%+,6,HS5
河南省-河南省,0~10%,6,HS5
重庆市-万州区,50%~70%,8,HS5
广东省-东莞市,0~10%,1591,HS5
新疆维吾尔自治区-昌吉回族自治州,10%~20%,328,HS5
贵州省-黔西南布依族苗族自治州,10%~20%,460,HS5
内蒙古自治区-内蒙古自治区,20%~50%,11,HS5
重庆市-长寿区,20%~50%,55,HS5
湖南省-湘潭市,0~10%,292,HS5
山东省-枣庄市,50%~70%,1,HS5
陕西省-西安市,50%~70%,14,HS5
广西壮族自治区-南宁市,50%~70%,49,HS5
湖北省-咸宁市,0~10%,171,HS5
新疆维吾尔自治区-吐鲁番地区,10%~20%,1104,HS5
重庆市-璧山县,0~10%,142,HS5
北京市-通州区,10%~20%,334,HS5
江西省-南昌市,10%~20%,386,HS5
海南省-乐东黎族自治县,20%~50%,20,HS5
辽宁省-抚顺市,10%~20%,84,HS5
云南省-昆明市,50%~70%,32,HS5
山西省-运城市,50%~70%,30,HS5
河南省-商丘市,10%~20%,164,HS5
天津市-河西区,0~10%,1,HS5
甘肃省-兰州市,70%+,3,HS5
四川省-攀枝花市,20%~50%,109,HS5
浙江省-浙江省,10%~20%,43,HS5
新疆维吾尔自治区-阿克苏地区,0~10%,75,HS5
重庆市-长寿区,0~10%,71,HS5
山东省-泰安市,20%~50%,203,HS5
四川省-内江市,50%~70%,11,HS5
甘肃省-临夏回族自治州,10%~20%,56,HS5
内蒙古自治区-锡林郭勒盟,50%~70%,34,HS5
湖北省-黄石市,10%~20%,30,HS5
湖南省-长沙市,0~10%,1030,HS5
重庆市-大足县,0~10%,49,HS5
广东省-珠海市,20%~50%,48,HS5
福建省-龙岩市,20%~50%,136,HS5
安徽省-马鞍山市,50%~70%,2,HS5
浙江省-嘉兴市,20%~50%,489,HS5
内蒙古自治区-呼和浩特市,0~10%,423,HS5
北京市-顺义区,10%~20%,143,HS5
海南省-万宁市,10%~20%,223,HS5
海南省-五指山市,50%~70%,15,HS5
贵州省-贵阳市,70%+,3,HS5
黑龙江省-七台河市,10%~20%,14,HS5
北京市-海淀区,70%+,1,HS5
云南省-云南省,10%~20%,29,HS5
安徽省-亳州市,50%~70%,5,HS5
云南省-曲靖市,0~10%,425,HS5
四川省-广安市,10%~20%,322,HS5
山东省-济南市,70%+,1,HS5
四川省-乐山市,10%~20%,311,HS5
重庆市-江津区,20%~50%,99,HS5
青海省-海东地区,50%~70%,10,HS5
黑龙江省-鹤岗市,50%~70%,1,HS5
山东省-菏泽市,20%~50%,344,HS5
江苏省-镇江市,0~10%,292,HS5
河南省-开封市,50%~70%,17,HS5
重庆市-涪陵区,50%~70%,2,HS5
安徽省-安庆市,20%~50%,241,HS5
河北省-衡水市,0~10%,124,HS5
黑龙江省-鸡西市,20%~50%,35,HS5
安徽省-铜陵市,50%~70%,3,HS5
山西省-晋中市,20%~50%,223,HS5
广西壮族自治区-河池市,0~10%,124,HS5
重庆市-梁平县,20%~50%,44,HS5
江西省-鹰潭市,0~10%,23,HS5
新疆维吾尔自治区-昌吉回族自治州,70%+,2,HS5
贵州省-黔西南布依族苗族自治州,70%+,3,HS5
江苏省-宿迁市,20%~50%,106,HS5
河北省-沧州市,50%~70%,37,HS5
青海省-黄南藏族自治州,10%~20%,23,HS5
西藏自治区-拉萨市,0~10%,57,HS5
吉林省-延边朝鲜族自治州,10%~20%,80,HS5
湖南省-株洲市,0~10%,341,HS5
新疆维吾尔自治区-吐鲁番地区,70%+,11,HS5
重庆市-江北区,0~10%,146,HS5
四川省-达州市,20%~50%,638,HS5
安徽省-安庆市,0~10%,199,HS5
山东省-青岛市,10%~20%,555,HS5
湖南省-怀化市,50%~70%,22,HS5
内蒙古自治区-赤峰市,50%~70%,31,HS5
河南省-商丘市,70%+,6,HS5
陕西省-渭南市,0~10%,286,HS5
四川省-甘孜藏族自治州,20%~50%,12,HS5
广西壮族自治区-防城港市,20%~50%,16,HS5
安徽省-蚌埠市,50%~70%,7,HS5
贵州省-贵阳市,50%~70%,46,HS5
江苏省-淮安市,0~10%,229,HS5
江苏省-南通市,0~10%,694,HS5
新疆维吾尔自治区-巴音郭楞蒙古自治州,10%~20%,85,HS5
甘肃省-临夏回族自治州,70%+,1,HS5
天津市-宁河县,0~10%,53,HS5
广西壮族自治区-桂林市,0~10%,349,HS5
四川省-宜宾市,0~10%,334,HS5
湖北省-随州市,0~10%,120,HS5
贵州省-六盘水市,20%~50%,207,HS5
上海市-宝山区,20%~50%,8,HS5
吉林省-四平市,0~10%,291,HS5
重庆市-南川区,0~10%,224,HS5
重庆市-彭水苗族土家族自治县,0~10%,61,HS5
广东省-清远市,50%~70%,13,HS5
陕西省-铜川市,50%~70%,4,HS5
重庆市-酉阳土家族苗族自治县,0~10%,37,HS5
江苏省-扬州市,50%~70%,8,HS5
北京市-石景山区,0~10%,12,HS5
安徽省-六安市,50%~70%,13,HS5
海南省-万宁市,70%+,16,HS5
天津市-静海县,20%~50%,76,HS5
重庆市-云阳县,50%~70%,1,HS5
宁夏回族自治区-石嘴山市,10%~20%,54,HS5
北京市-怀柔区,10%~20%,32,HS5
陕西省-榆林市,50%~70%,38,HS5
四川省-广安市,70%+,1,HS5
青海省-海北藏族自治州,10%~20%,42,HS5
上海市-宝山区,0~10%,23,HS5
江西省-景德镇市,50%~70%,3,HS5
四川省-德阳市,50%~70%,9,HS5
吉林省-白山市,20%~50%,43,HS5
湖北省-恩施土家族苗族自治州,50%~70%,1,HS5
陕西省-延安市,50%~70%,10,HS5
江苏省-泰州市,10%~20%,293,HS5
重庆市-铜梁县,20%~50%,46,HS5
重庆市-南岸区,0~10%,96,HS5
云南省-普洱市,50%~70%,2,HS5
四川省-巴中市,10%~20%,431,HS5
江苏省-连云港市,50%~70%,2,HS5
山东省-东营市,50%~70%,2,HS5
湖北省-孝感市,10%~20%,197,HS5
辽宁省-葫芦岛市,0~10%,229,HS5
山东省-德州市,20%~50%,291,HS5
贵州省-遵义市,70%+,4,HS5
云南省-德宏傣族景颇族自治州,50%~70%,1,HS5
广东省-茂名市,20%~50%,80,HS5
重庆市-铜梁县,0~10%,104,HS5
山西省-临汾市,50%~70%,30,HS5
云南省-迪庆藏族自治州,0~10%,10,HS5
内蒙古自治区-呼伦贝尔市,10%~20%,173,HS5
湖北省-黄冈市,10%~20%,309,HS5
湖北省-荆州市,50%~70%,3,HS5
广东省-揭阳市,10%~20%,139,HS5
重庆市-石柱土家族自治县,50%~70%,1,HS5
重庆市-合川区,0~10%,166,HS5
广西壮族自治区-贵港市,50%~70%,3,HS5
河北省-保定市,20%~50%,1033,HS5
吉林省-长春市,10%~20%,2831,HS5
重庆市-忠县,10%~20%,103,HS5
山东省-潍坊市,50%~70%,5,HS5
河南省-驻马店市,10%~20%,511,HS5
海南省-东方市,20%~50%,19,HS5
重庆市-九龙坡区,10%~20%,95,HS5
广西壮族自治区-崇左市,0~10%,130,HS5
陕西省-汉中市,50%~70%,10,HS5
北京市-大兴区,0~10%,386,HS5
内蒙古自治区-鄂尔多斯市,50%~70%,13,HS5
西藏自治区-那曲地区,10%~20%,15,HS5
天津市-塘沽区,10%~20%,105,HS5
山西省-太原市,50%~70%,12,HS5
广东省-深圳市,20%~50%,189,HS5
广西壮族自治区-贺州市,20%~50%,151,HS5
北京市-平谷区,10%~20%,11,HS5
浙江省-丽水市,50%~70%,3,HS5
天津市-东丽区,20%~50%,106,HS5
辽宁省-丹东市,10%~20%,81,HS5
河南省-平顶山市,20%~50%,163,HS5
西藏自治区-林芝地区,50%~70%,3,HS5
内蒙古自治区-阿拉善盟,10%~20%,101,HS5
江苏省-江苏省,20%~50%,51,HS5
上海市-南汇区,10%~20%,78,HS5
湖南省-益阳市,10%~20%,190,HS5
河南省-郑州市,10%~20%,1683,HS5
宁夏回族自治区-石嘴山市,70%+,2,HS5
北京市-昌平区,20%~50%,70,HS5
新疆维吾尔自治区-五家渠市,20%~50%,1,HS5
黑龙江省-牡丹江市,20%~50%,39,HS5
天津市-蓟县,20%~50%,25,HS5
上海市-浦东新区,50%~70%,4,HS5
海南省-文昌市,0~10%,20,HS5
山东省-威海市,0~10%,135,HS5
广东省-广州市,20%~50%,813,HS5
贵州省-遵义市,50%~70%,59,HS5
江苏省-泰州市,70%+,3,HS5
江西省-江西省,20%~50%,5,HS5
天津市-汉沽区,50%~70%,3,HS5
重庆市-万州区,20%~50%,269,HS5
山东省-聊城市,0~10%,376,HS5
贵州省-毕节地区,10%~20%,752,HS5
河南省-新乡市,10%~20%,387,HS5
湖北省-孝感市,70%+,1,HS5
山东省-枣庄市,20%~50%,71,HS5
陕西省-西安市,20%~50%,494,HS5
北京市-丰台区,20%~50%,24,HS5
湖南省-湘西土家族苗族自治州,0~10%,595,HS5
甘肃省-庆阳市,10%~20%,26,HS5
广西壮族自治区-南宁市,20%~50%,535,HS5
江西省-抚州市,50%~70%,11,HS5
广东省-云浮市,50%~70%,6,HS5
重庆市-巫山县,20%~50%,17,HS5
湖南省-常德市,0~10%,206,HS5
云南省-昆明市,20%~50%,916,HS5
内蒙古自治区-呼伦贝尔市,70%+,2,HS5
山西省-运城市,20%~50%,217,HS5
福建省-厦门市,50%~70%,1,HS5
广东省-汕头市,0~10%,101,HS5
湖南省-衡阳市,50%~70%,22,HS5
北京市-密云县,0~10%,105,HS5
湖北省-天门市,50%~70%,3,HS5
安徽省-芜湖市,50%~70%,8,HS5
陕西省-安康市,10%~20%,155,HS5
甘肃省-甘肃省,10%~20%,32,HS5
天津市-津南区,10%~20%,167,HS5
江西省-吉安市,0~10%,145,HS5
河南省-驻马店市,70%+,5,HS5
四川省-内江市,20%~50%,219,HS5
湖北省-鄂州市,0~10%,164,HS5
新疆维吾尔自治区-伊犁哈萨克自治州,50%~70%,1,HS5
重庆市-九龙坡区,70%+,2,HS5
河北省-河北省,50%~70%,10,HS5
重庆市-荣昌县,10%~20%,13,HS5
内蒙古自治区-锡林郭勒盟,20%~50%,204,HS5
甘肃省-金昌市,50%~70%,2,HS5
新疆维吾尔自治区-图木舒克市,0~10%,2,HS5
天津市-塘沽区,70%+,2,HS5
天津市-宝坻区,50%~70%,1,HS5
云南省-临沧市,50%~70%,1,HS5
福建省-泉州市,10%~20%,430,HS5
辽宁省-丹东市,70%+,1,HS5
江苏省-盐城市,10%~20%,199,HS5
河南省-三门峡市,10%~20%,136,HS5
湖北省-湖北省,0~10%,37,HS5
海南省-五指山市,20%~50%,179,HS5
山东省-淄博市,10%~20%,178,HS5
内蒙古自治区-乌兰察布市,0~10%,480,HS5
安徽省-亳州市,20%~50%,62,HS5
湖北省-襄樊市,50%~70%,12,HS5
甘肃省-平凉市,10%~20%,104,HS5
青海省-西宁市,10%~20%,255,HS5
青海省-海东地区,20%~50%,301,HS5
贵州省-安顺市,70%+,1,HS5
安徽省-马鞍山市,0~10%,92,HS5
黑龙江省-鹤岗市,20%~50%,12,HS5
广东省-佛山市,10%~20%,1167,HS5
河南省-开封市,20%~50%,273,HS5
重庆市-涪陵区,20%~50%,160,HS5
江西省-赣州市,50%~70%,23,HS5
山西省-大同市,0~10%,160,HS5
重庆市-巫溪县,0~10%,21,HS5
山西省-山西省,10%~20%,19,HS5
河南省-漯河市,50%~70%,5,HS5
海南省-五指山市,0~10%,50,HS5
广东省-广东省,0~10%,39,HS5
安徽省-亳州市,0~10%,36,HS5
新疆维吾尔自治区-阿勒泰地区,0~10%,47,HS5
重庆市-綦江县,20%~50%,78,HS5
河北省-唐山市,50%~70%,26,HS5
河北省-沧州市,20%~50%,441,HS5
河南省-新乡市,70%+,1,HS5
湖南省-娄底市,20%~50%,72,HS5
四川省-凉山彝族自治州,0~10%,127,HS5
辽宁省-鞍山市,50%~70%,12,HS5
辽宁省-辽阳市,50%~70%,6,HS5
重庆市-秀山土家族苗族自治县,10%~20%,26,HS5
辽宁省-阜新市,50%~70%,5,HS5
湖南省-怀化市,20%~50%,276,HS5
江西省-宜春市,10%~20%,205,HS5
内蒙古自治区-赤峰市,20%~50%,148,HS5
安徽省-铜陵市,0~10%,26,HS5
云南省-大理白族自治州,10%~20%,412,HS5
福建省-三明市,50%~70%,6,HS5
北京市-延庆县,20%~50%,8,HS5
新疆维吾尔自治区-哈密地区,50%~70%,4,HS5
山东省-滨州市,10%~20%,144,HS5
贵州省-铜仁地区,0~10%,608,HS5
天津市-津南区,70%+,1,HS5
贵州省-贵阳市,20%~50%,1100,HS5
甘肃省-嘉峪关市,50%~70%,2,HS5
-,10%~20%,412,HS5
甘肃省-天水市,10%~20%,212,HS5
云南省-文山壮族苗族自治州,10%~20%,63,HS5
天津市-武清区,10%~20%,167,HS5
贵州省-安顺市,50%~70%,27,HS5
陕西省-咸阳市,50%~70%,30,HS5
四川省-成都市,10%~20%,1900,HS5
宁夏回族自治区-宁夏回族自治区,70%+,2,HS5
湖南省-邵阳市,10%~20%,364,HS5
内蒙古自治区-赤峰市,0~10%,123,HS5
浙江省-衢州市,0~10%,365,HS5
山东省-临沂市,0~10%,648,HS5
广东省-清远市,20%~50%,393,HS5
陕西省-铜川市,20%~50%,80,HS5
西藏自治区-日喀则地区,20%~50%,16,HS5
江苏省-盐城市,70%+,5,HS5
江苏省-扬州市,20%~50%,293,HS5
安徽省-六安市,20%~50%,278,HS5
山东省-山东省,20%~50%,26,HS5
安徽省-蚌埠市,0~10%,104,HS5
重庆市-云阳县,20%~50%,127,HS5
山东省-淄博市,70%+,1,HS5
宁夏回族自治区-固原市,0~10%,175,HS5
陕西省-榆林市,20%~50%,279,HS5
青海省-西宁市,70%+,1,HS5
北京市-门头沟区,0~10%,39,HS5
江苏省-徐州市,10%~20%,305,HS5
安徽省-淮北市,10%~20%,64,HS5
山西省-忻州市,0~10%,217,HS5
广东省-佛山市,70%+,1,HS5
江西省-景德镇市,20%~50%,55,HS5
四川省-德阳市,20%~50%,332,HS5
上海市-普陀区,0~10%,3,HS5
山西省-山西省,70%+,1,HS5
陕西省-陕西省,10%~20%,19,HS5
湖北省-恩施土家族苗族自治州,20%~50%,84,HS5
安徽省-六安市,0~10%,327,HS5
云南省-玉溪市,0~10%,301,HS5
陕西省-延安市,20%~50%,168,HS5
重庆市-巴南区,0~10%,549,HS5
吉林省-吉林省,70%+,1,HS5
云南省-普洱市,20%~50%,66,HS5
青海省-果洛藏族自治州,50%~70%,4,HS5
海南省-三亚市,50%~70%,176,HS5
江苏省-连云港市,20%~50%,116,HS5
山东省-东营市,20%~50%,51,HS5
黑龙江省-大庆市,0~10%,73,HS5
新疆维吾尔自治区-石河子市,20%~50%,5,HS5
四川省-广元市,10%~20%,355,HS5
天津市-河东区,10%~20%,1,HS5
山西省-朔州市,0~10%,101,HS5
江西省-新余市,10%~20%,58,HS5
江西省-宜春市,70%+,1,HS5
云南省-德宏傣族景颇族自治州,20%~50%,30,HS5
山西省-临汾市,20%~50%,215,HS5
云南省-大理白族自治州,70%+,4,HS5
西藏自治区-昌都地区,20%~50%,1,HS5
山东省-滨州市,70%+,1,HS5
西藏自治区-阿里地区,20%~50%,1,HS5
安徽省-阜阳市,50%~70%,9,HS5
湖北省-荆州市,20%~50%,104,HS5
重庆市-石柱土家族自治县,20%~50%,35,HS5
-,70%+,567,HS5
吉林省-白城市,10%~20%,238,HS5
广西壮族自治区-贵港市,20%~50%,64,HS5
宁夏回族自治区-中卫市,10%~20%,163,HS5
山东省-潍坊市,20%~50%,236,HS5
浙江省-宁波市,50%~70%,13,HS5
天津市-武清区,70%+,1,HS5
浙江省-舟山市,70%+,1,HS5
天津市-大港区,0~10%,45,HS5
广东省-河源市,50%~70%,7,HS5
甘肃省-张掖市,50%~70%,5,HS5
陕西省-汉中市,20%~50%,172,HS5
湖南省-邵阳市,70%+,1,HS5
四川省-成都市,70%+,5,HS5
云南省-红河哈尼族彝族自治州,0~10%,222,HS5
浙江省-台州市,10%~20%,126,HS5
内蒙古自治区-鄂尔多斯市,20%~50%,210,HS5
陕西省-宝鸡市,0~10%,204,HS5
山西省-太原市,20%~50%,283,HS5
重庆市-沙坪坝区,50%~70%,1,HS5
西藏自治区-阿里地区,0~10%,6,HS5
福建省-宁德市,20%~50%,93,HS5
云南省-丽江市,0~10%,38,HS5
重庆市-渝北区,10%~20%,254,HS5
上海市-崇明县,20%~50%,4,HS5
江西省-九江市,10%~20%,205,HS5
吉林省-吉林省,50%~70%,8,HS5
西藏自治区-山南地区,20%~50%,7,HS5
西藏自治区-林芝地区,20%~50%,18,HS5
海南省-海口市,50%~70%,16,HS5
河北省-张家口市,50%~70%,23,HS5
四川省-资阳市,50%~70%,11,HS5
广东省-惠州市,10%~20%,1201,HS5
上海市-浦东新区,20%~50%,16,HS5
黑龙江省-黑河市,10%~20%,37,HS5
安徽省-淮南市,50%~70%,3,HS5
贵州省-遵义市,20%~50%,1532,HS5
上海市-崇明县,0~10%,29,HS5
河北省-秦皇岛市,0~10%,357,HS5
浙江省-丽水市,0~10%,252,HS5
甘肃省-陇南市,0~10%,227,HS5
天津市-汉沽区,20%~50%,26,HS5
黑龙江省-黑龙江省,10%~20%,3,HS5
广西壮族自治区-钦州市,0~10%,187,HS5
四川省-雅安市,0~10%,676,HS5
